ShipmentID,OriginPort,DestinationPort,ShipmentDate,DeliveryDate,ShipmentMode,Status,Cost,Revenue,FuelConsumption,Emissions,CustomerID,CustomerName,Industry,Region,TotalShipments,TotalSpend,AverageDeliveryTime,OnTimeDeliveryRate,SatisfactionScore,RouteID,DwellTimeAtTerminal,ScenarioID,ScenarioDescription,EstimatedCostSavings,EstimatedEfficiencyImprovement,ImpactOnDeliveryTime,ImpactOnCustomerSatisfaction,FuelType,CarbonOffsetInitiatives,SustainabilityScore,PredictedRevenue,PredictedCost,PredictedEmissions,PredictedDeliveryTime,PredictedCustomerSatisfaction
247,Shanghai,Singapore,25-02-2025,01-02-2025,Sea,On-time,14126,12657,512,47,182,KLM Exporters,Retail,Middle East,14,318915,23,89,4.6,R19,14,S16,Improve on-time performance,6995,12,0,0.16,HFO,None,84,11034,8992,41,21,4.3
248,New York,Los Angeles,15-01-2025,07-01-2025,Sea,Delayed,9450,12795,492,41,176,KLM Exporters,Pharmaceuticals,Asia,16,349333,16,96,4.7,R33,15,S36,Reduce average delay,6790,9,2,0.15,MDO,Tree Plantation,70,13204,9584,49,18,4.8
249,Singapore,Los Angeles,09-01-2025,12-02-2025,Air,Delayed,11096,12329,471,41,176,OPQ Enterprises,Retail,Asia,25,317174,17,95,4.4,R4,13,S6,Optimize fuel usage,5194,6,1,0.12,LNG,Solar Investment,83,15999,9903,40,18,4.3
250,Shanghai,Singapore,23-01-2025,08-01-2025,Air,On-time,13649,16804,564,40,157,HIJ Shipping,Retail,North America,23,286755,16,94,4.3,R3,10,S19,Cost reduction per shipment,4739,12,2,0.18,LNG,Tree Plantation,87,14344,8875,36,18,5
251,New York,Shanghai,19-01-2025,21-01-2025,Land,On-time,11261,17067,448,37,127,KLM Exporters,Automotive,Middle East,14,343009,24,93,4.7,R42,14,S31,Optimize fuel usage,3497,14,1,0.14,MDO,None,88,14014,12829,30,16,4.6
252,Singapore,Rotterdam,09-01-2025,14-02-2025,Sea,Delayed,9164,17983,451,36,165,LMN Supply,Manufacturing,North America,18,266330,21,98,4.2,R12,14,S2,Reduce average delay,5095,11,2,0.2,MDO,None,88,15491,9885,45,23,4.8
253,Dubai,Busan,04-02-2025,07-01-2025,Air,On-time,9869,15091,432,31,109,KLM Exporters,Electronics,Europe,13,272322,16,97,4.4,R18,14,S18,Reduce average delay,5817,14,0,0.17,LNG,None,79,15302,8143,45,15,4.1
254,New York,Antwerp,21-01-2025,15-02-2025,Sea,On-time,9819,11959,421,40,185,XYZ Traders,Manufacturing,Europe,13,302318,16,96,4.2,R23,15,S42,Optimize fuel usage,5698,13,0,0.06,LNG,Solar Investment,89,12780,10256,46,22,4.3
255,Singapore,Rotterdam,09-01-2025,17-01-2025,Air,Delayed,10705,11601,513,39,176,OPQ Enterprises,Pharmaceuticals,North America,25,245313,16,94,4,R20,11,S28,Increase container utilization,4195,8,2,0.1,HFO,Wind Energy,75,12628,9122,44,20,4.7
256,Los Angeles,Hamburg,28-01-2025,09-02-2025,Sea,On-time,11515,12793,532,32,157,ABC Logistics,Manufacturing,Middle East,26,227032,18,90,5,R6,10,S4,Optimize fuel usage,3612,13,0,0.14,MDO,Solar Investment,86,17764,8699,38,24,4.7
257,Busan,Busan,15-02-2025,11-03-2025,Land,Delayed,9342,11480,417,49,172,ABC Logistics,Retail,Asia,24,348430,15,87,4.4,R34,11,S1,Cost reduction per shipment,5746,8,0,0.16,HFO,Tree Plantation,83,12329,12209,34,21,4.2
258,Los Angeles,Busan,20-02-2025,01-03-2025,Sea,Delayed,13560,16230,565,39,196,ABC Logistics,Pharmaceuticals,Europe,13,261710,16,88,5,R42,19,S47,Optimize fuel usage,6967,7,2,0.13,LNG,Tree Plantation,82,16745,14318,49,19,4.4
259,Busan,New York,07-01-2025,19-02-2025,Sea,Delayed,10226,11102,517,47,113,ABC Logistics,Manufacturing,Middle East,15,295326,17,88,4.1,R2,15,S42,Improve on-time performance,4338,7,1,0.17,HFO,Solar Investment,77,12559,8270,37,20,4.3
260,Rotterdam,Shanghai,16-01-2025,08-03-2025,Sea,Delayed,9079,13276,516,43,183,XYZ Traders,Pharmaceuticals,Middle East,25,286157,21,85,4.6,R30,14,S16,Increase container utilization,3375,14,2,0.09,LNG,Solar Investment,79,11804,8062,30,20,4.6
261,Rotterdam,Shanghai,16-01-2025,23-02-2025,Sea,Delayed,13274,16934,436,47,114,Global Importers,Electronics,Europe,13,228365,24,87,4.2,R9,14,S45,Improve on-time performance,3805,6,1,0.08,LNG,Tree Plantation,78,13509,9007,36,23,4.3
262,Rotterdam,Busan,01-03-2025,30-01-2025,Sea,On-time,13791,17504,463,37,195,DEF Cargo,Manufacturing,Europe,15,213189,15,87,4.8,R27,15,S47,Optimize fuel usage,3920,14,0,0.06,HFO,Tree Plantation,74,15347,10843,40,24,4.3
263,Dubai,New York,02-02-2025,28-01-2025,Land,On-time,12206,17421,537,39,132,LMN Supply,Textiles,Middle East,14,207248,20,97,4.8,R42,19,S2,Increase container utilization,3874,7,0,0.14,MDO,Tree Plantation,73,12290,13523,49,18,4.2
264,Los Angeles,Antwerp,04-01-2025,29-01-2025,Air,On-time,14280,16447,478,42,116,XYZ Traders,Retail,Asia,25,204369,17,98,4.1,R34,16,S36,Improve on-time performance,6604,12,0,0.15,HFO,Wind Energy,75,15304,10272,42,19,4.4
265,Busan,Busan,04-01-2025,12-02-2025,Sea,On-time,14375,15499,569,37,123,ABC Logistics,Pharmaceuticals,North America,25,339122,17,85,4.9,R40,18,S1,Improve on-time performance,5857,12,0,0.1,HFO,Wind Energy,75,16050,9982,42,18,4.2
266,Singapore,Mumbai,08-02-2025,02-02-2025,Land,Delayed,12563,16273,522,33,129,XYZ Traders,Textiles,Europe,19,228605,18,97,4.2,R24,16,S39,Increase container utilization,4443,6,0,0.14,MDO,Solar Investment,82,13586,14304,36,15,5
267,Shanghai,Los Angeles,09-02-2025,26-01-2025,Sea,Delayed,10779,16739,575,33,161,OPQ Enterprises,Textiles,North America,18,249616,18,93,4.6,R49,11,S23,Increase container utilization,5952,6,1,0.06,MDO,Solar Investment,73,17123,10428,40,24,4.2
268,Singapore,Los Angeles,17-01-2025,28-02-2025,Sea,On-time,10528,11299,443,34,112,DEF Cargo,Automotive,Middle East,13,303719,21,95,5,R17,15,S26,Reduce average delay,4419,6,1,0.06,HFO,Wind Energy,77,15930,11724,47,20,4.9
269,Shanghai,Rotterdam,06-02-2025,23-01-2025,Air,Delayed,8813,15818,481,30,161,ABC Logistics,Pharmaceuticals,North America,23,233055,17,85,4.9,R29,18,S11,Increase container utilization,4545,14,1,0.16,LNG,None,74,13550,12413,30,19,4.4
270,Hamburg,Hamburg,08-02-2025,10-02-2025,Sea,On-time,13368,16701,486,46,146,LMN Supply,Textiles,Asia,13,316680,22,93,5,R36,16,S42,Optimize fuel usage,4210,11,2,0.11,HFO,Wind Energy,71,11955,10755,41,18,4.4
271,Singapore,Los Angeles,01-03-2025,19-02-2025,Land,On-time,13089,14994,415,31,115,ABC Logistics,Automotive,Middle East,21,207450,22,85,4.3,R12,11,S1,Cost reduction per shipment,4005,10,0,0.15,LNG,Solar Investment,78,15609,11734,32,20,4.2
272,New York,Dubai,21-02-2025,27-02-2025,Land,On-time,10031,15302,453,37,165,DEF Cargo,Textiles,Asia,19,333997,21,86,4.1,R31,12,S11,Reduce average delay,6716,5,0,0.17,MDO,Wind Energy,80,11579,14599,30,19,4.6
273,New York,Rotterdam,29-01-2025,04-02-2025,Air,Delayed,8322,17435,501,36,180,LMN Supply,Retail,Middle East,13,250272,16,86,4.2,R49,17,S24,Increase container utilization,5080,6,0,0.18,MDO,None,89,12937,9292,33,17,4.7
274,Mumbai,Los Angeles,21-02-2025,06-03-2025,Sea,Delayed,10969,13879,562,44,195,DEF Cargo,Electronics,Asia,27,205310,19,98,4.5,R9,18,S10,Cost reduction per shipment,5116,5,2,0.08,LNG,Solar Investment,89,16267,14487,35,16,4.5
275,Los Angeles,Hamburg,05-02-2025,06-02-2025,Land,Delayed,8903,17489,497,34,142,LMN Supply,Automotive,Middle East,22,231817,20,90,4.8,R19,13,S14,Reduce average delay,3591,11,2,0.12,HFO,Tree Plantation,80,12997,13159,34,20,4.1
276,Shanghai,Shanghai,01-03-2025,02-02-2025,Sea,Delayed,9541,11535,555,31,107,Global Importers,Electronics,Asia,22,282641,24,91,4.2,R46,18,S14,Optimize fuel usage,4214,10,2,0.16,MDO,Solar Investment,76,17983,12509,40,18,4.9
277,Shanghai,Shanghai,07-02-2025,18-02-2025,Sea,On-time,14095,17779,401,36,102,HIJ Shipping,Pharmaceuticals,Middle East,23,215457,18,95,4.7,R46,11,S7,Cost reduction per shipment,5148,6,0,0.17,LNG,Wind Energy,83,12665,13341,49,24,5
278,Los Angeles,Antwerp,08-02-2025,15-02-2025,Sea,Delayed,13911,10077,493,37,111,Global Importers,Retail,Asia,27,242311,24,85,4.3,R17,14,S23,Increase container utilization,4508,6,1,0.17,LNG,Wind Energy,75,13130,13400,42,17,4.4
279,Dubai,Busan,19-02-2025,09-03-2025,Air,Delayed,11503,12831,540,36,183,XYZ Traders,Automotive,Middle East,10,335052,19,87,4.3,R2,11,S43,Increase container utilization,4308,6,2,0.08,HFO,None,73,17299,12320,40,22,4.6
280,Mumbai,Mumbai,06-02-2025,28-01-2025,Sea,Delayed,10653,13410,568,36,115,XYZ Traders,Pharmaceuticals,Asia,25,323573,23,86,4.7,R40,10,S22,Optimize fuel usage,3913,12,2,0.08,LNG,Wind Energy,75,14740,13576,35,23,4.5
281,Dubai,Shanghai,21-02-2025,22-02-2025,Land,On-time,10476,12721,458,43,177,KLM Exporters,Textiles,Europe,24,297427,21,92,4.5,R5,14,S36,Reduce average delay,5780,11,1,0.14,LNG,None,72,13500,9177,48,21,4.3
282,Dubai,New York,04-02-2025,06-02-2025,Sea,On-time,11340,13627,468,47,179,LMN Supply,Manufacturing,North America,14,236181,16,93,4.8,R39,11,S27,Cost reduction per shipment,3389,5,2,0.16,HFO,Solar Investment,75,12642,14423,44,16,4.1
283,Dubai,Los Angeles,07-01-2025,03-03-2025,Land,Delayed,12243,11532,518,35,158,KLM Exporters,Pharmaceuticals,Middle East,15,332019,15,97,4.2,R48,16,S2,Optimize fuel usage,6636,8,1,0.1,MDO,Wind Energy,72,16307,13472,42,22,4.5
284,Los Angeles,New York,27-01-2025,07-02-2025,Sea,Delayed,9141,10237,491,33,148,KLM Exporters,Electronics,Asia,15,331094,16,86,4.8,R16,17,S39,Reduce average delay,3159,8,0,0.07,MDO,Solar Investment,70,15712,14872,39,19,4.8
285,Dubai,Hamburg,28-01-2025,29-01-2025,Land,Delayed,8849,15253,580,39,162,ABC Logistics,Retail,Europe,12,201128,17,86,4.1,R17,11,S46,Improve on-time performance,3891,11,1,0.16,MDO,Tree Plantation,87,17767,12716,30,24,4
286,New York,Shanghai,22-01-2025,13-02-2025,Land,Delayed,8366,11996,444,47,161,HIJ Shipping,Retail,Middle East,25,279522,16,94,4.2,R27,16,S19,Improve on-time performance,6625,6,1,0.09,LNG,Tree Plantation,73,12497,10620,42,21,4.6
287,Rotterdam,Mumbai,14-01-2025,08-02-2025,Sea,On-time,10897,15311,547,41,148,OPQ Enterprises,Pharmaceuticals,Middle East,21,248929,17,99,4.7,R7,13,S7,Reduce average delay,4070,8,0,0.07,LNG,None,75,15602,10536,35,19,4.9
288,Hamburg,Hamburg,07-01-2025,02-03-2025,Sea,Delayed,9089,13427,423,45,150,OPQ Enterprises,Textiles,Middle East,13,281696,24,93,4.9,R8,10,S12,Increase container utilization,6230,5,2,0.07,HFO,Wind Energy,86,14204,13103,49,16,4.2
289,Shanghai,Dubai,06-02-2025,02-02-2025,Land,Delayed,12041,10277,588,36,132,ABC Logistics,Manufacturing,North America,10,315245,23,98,4.3,R8,12,S3,Increase container utilization,4469,8,0,0.1,LNG,Solar Investment,87,16390,9968,41,18,4.2
290,Shanghai,Dubai,22-01-2025,11-02-2025,Air,Delayed,10038,13089,490,35,129,ABC Logistics,Electronics,Asia,13,209808,18,88,4.3,R23,10,S47,Improve on-time performance,3695,5,2,0.14,LNG,Solar Investment,75,11621,13317,46,19,4.8
291,Hamburg,New York,05-01-2025,12-01-2025,Sea,On-time,10860,10523,493,34,158,Global Importers,Pharmaceuticals,Asia,10,295148,23,89,4.5,R32,14,S5,Increase container utilization,3757,6,2,0.1,MDO,Wind Energy,71,14144,13395,47,20,4.3
292,Los Angeles,Busan,24-02-2025,11-02-2025,Air,On-time,12270,14275,457,32,175,OPQ Enterprises,Pharmaceuticals,Middle East,17,221725,17,97,4.2,R43,17,S8,Increase container utilization,5570,6,1,0.05,LNG,Solar Investment,81,12951,9195,37,19,4.2
293,Singapore,Rotterdam,02-01-2025,02-03-2025,Sea,Delayed,9854,14218,554,41,114,LMN Supply,Retail,Middle East,14,272534,15,95,4.8,R47,10,S14,Reduce average delay,6737,14,0,0.06,LNG,Wind Energy,81,12459,10831,43,24,4.4
294,Los Angeles,Busan,27-01-2025,11-03-2025,Sea,Delayed,12683,15365,553,44,181,DEF Cargo,Electronics,Middle East,11,239950,19,93,4.8,R18,18,S36,Reduce average delay,5779,7,1,0.09,LNG,Wind Energy,73,11292,8507,34,15,4.4
295,Shanghai,Antwerp,21-01-2025,11-03-2025,Sea,Delayed,8494,15853,527,39,191,KLM Exporters,Manufacturing,Europe,21,283576,24,90,4.1,R38,12,S7,Increase container utilization,5202,12,0,0.15,HFO,Tree Plantation,85,11654,8404,31,15,4.9
296,Shanghai,Busan,23-02-2025,21-02-2025,Sea,Delayed,13233,17540,406,49,122,XYZ Traders,Retail,Middle East,26,220557,24,94,4.5,R12,14,S7,Reduce average delay,3338,10,0,0.06,LNG,Wind Energy,89,13984,9294,40,17,4.6
297,Hamburg,Antwerp,07-02-2025,25-01-2025,Air,Delayed,11182,13122,569,48,177,KLM Exporters,Pharmaceuticals,North America,16,221825,16,96,4.8,R15,18,S46,Cost reduction per shipment,4976,10,1,0.13,HFO,Solar Investment,79,14843,14054,32,23,4.4
298,Dubai,Antwerp,15-01-2025,24-01-2025,Sea,On-time,9784,15190,446,45,193,KLM Exporters,Retail,Asia,20,208998,18,93,4.3,R28,14,S32,Improve on-time performance,6436,13,2,0.07,MDO,Wind Energy,79,13804,11625,45,16,4.5
299,Los Angeles,Mumbai,21-01-2025,03-02-2025,Land,On-time,11510,14575,452,40,196,DEF Cargo,Retail,North America,13,236080,16,93,4.6,R38,18,S8,Cost reduction per shipment,3794,12,2,0.08,LNG,Tree Plantation,76,13714,10819,45,24,5
300,Busan,Shanghai,10-01-2025,06-03-2025,Land,On-time,11786,17727,586,37,144,Global Importers,Automotive,Middle East,14,346874,16,91,4.1,R31,19,S12,Cost reduction per shipment,4722,6,0,0.08,HFO,Tree Plantation,83,17203,12759,38,19,4.1
301,Hamburg,Mumbai,23-01-2025,23-01-2025,Air,Delayed,13266,17186,437,32,161,OPQ Enterprises,Retail,Europe,15,342239,17,98,4.6,R9,17,S10,Increase container utilization,4597,10,2,0.06,MDO,None,76,12621,14274,42,23,4.2
302,New York,Antwerp,27-02-2025,09-02-2025,Sea,On-time,12130,11797,596,36,178,KLM Exporters,Textiles,Middle East,20,242407,19,96,4.2,R8,16,S14,Increase container utilization,6219,5,1,0.15,LNG,Solar Investment,81,17470,13745,39,21,5
303,Shanghai,Hamburg,25-02-2025,17-02-2025,Land,On-time,8998,12131,452,36,170,HIJ Shipping,Retail,Middle East,10,320283,18,94,4.8,R46,10,S9,Cost reduction per shipment,3898,13,1,0.12,HFO,Wind Energy,80,15014,13504,46,22,5
304,Hamburg,Dubai,08-02-2025,16-01-2025,Air,On-time,13428,17322,542,43,114,ABC Logistics,Textiles,Middle East,19,213338,16,93,4.4,R19,13,S38,Cost reduction per shipment,4167,8,1,0.17,HFO,Solar Investment,86,14253,13853,46,16,4.2
305,Los Angeles,Antwerp,05-01-2025,23-02-2025,Sea,Delayed,14681,16708,553,31,145,HIJ Shipping,Electronics,Middle East,29,276289,24,89,4.3,R8,18,S30,Optimize fuel usage,3102,8,0,0.06,MDO,Solar Investment,80,13846,11637,39,19,4.1
306,Shanghai,Mumbai,01-01-2025,12-02-2025,Land,Delayed,14893,16762,447,39,163,HIJ Shipping,Retail,Middle East,20,349967,16,89,4.8,R34,19,S5,Optimize fuel usage,5859,13,0,0.07,LNG,Wind Energy,72,15880,9873,37,23,4.4
307,Singapore,Hamburg,13-01-2025,10-03-2025,Land,On-time,13133,16500,494,48,145,OPQ Enterprises,Manufacturing,Asia,26,331029,20,96,4.1,R4,17,S1,Improve on-time performance,3092,7,2,0.1,LNG,Tree Plantation,88,15862,13415,36,15,4
308,Hamburg,Mumbai,21-01-2025,13-01-2025,Air,Delayed,12469,10815,546,38,155,LMN Supply,Textiles,North America,17,309367,21,92,4.4,R31,13,S1,Cost reduction per shipment,3974,9,1,0.16,LNG,Solar Investment,73,14505,9406,43,15,4.7
309,Mumbai,Busan,26-01-2025,08-02-2025,Sea,On-time,14700,12694,536,45,143,Global Importers,Textiles,Europe,22,265898,24,94,4.4,R38,10,S20,Reduce average delay,6357,5,1,0.1,HFO,None,77,11518,11583,47,24,4.1
310,Shanghai,Los Angeles,19-02-2025,22-02-2025,Sea,On-time,9451,10442,463,48,174,KLM Exporters,Pharmaceuticals,Middle East,29,334526,20,88,4.3,R3,19,S49,Optimize fuel usage,4447,10,0,0.11,LNG,Solar Investment,83,13685,13514,48,22,4.1
311,Los Angeles,New York,14-02-2025,02-03-2025,Land,On-time,9751,13140,492,47,128,KLM Exporters,Electronics,Europe,27,317486,21,93,4.9,R35,13,S11,Increase container utilization,3118,7,0,0.1,HFO,Tree Plantation,89,17226,9577,47,16,4.5
312,Rotterdam,Rotterdam,21-01-2025,11-03-2025,Land,On-time,10280,16666,581,38,194,KLM Exporters,Retail,Asia,25,286540,15,91,4.8,R19,12,S26,Cost reduction per shipment,5032,5,0,0.06,HFO,None,83,11027,13379,43,23,5
313,Busan,Mumbai,22-02-2025,05-02-2025,Land,Delayed,12800,10142,524,45,161,ABC Logistics,Manufacturing,North America,11,336421,20,91,4.1,R43,15,S44,Reduce average delay,5076,14,1,0.19,MDO,None,85,11265,12376,39,24,4.4
314,Antwerp,Rotterdam,18-01-2025,09-01-2025,Sea,Delayed,12658,14287,578,42,188,DEF Cargo,Pharmaceuticals,Middle East,14,325416,17,97,4.7,R29,14,S3,Reduce average delay,6060,10,1,0.13,HFO,None,84,12306,11427,30,23,4.4
315,Dubai,Singapore,06-02-2025,24-02-2025,Air,Delayed,10934,11410,438,39,151,LMN Supply,Electronics,Asia,27,239963,15,99,4.5,R10,14,S6,Reduce average delay,4534,14,2,0.17,MDO,None,81,17540,14563,38,18,5
316,Antwerp,Mumbai,14-02-2025,04-02-2025,Air,Delayed,14869,14473,403,49,153,DEF Cargo,Textiles,Asia,12,338822,22,87,4.9,R12,11,S43,Increase container utilization,6101,6,1,0.15,MDO,Wind Energy,85,15053,13311,47,16,4.5
317,Los Angeles,Los Angeles,01-02-2025,05-03-2025,Sea,On-time,11734,16724,525,43,187,XYZ Traders,Manufacturing,North America,26,294929,18,88,4.3,R46,12,S45,Optimize fuel usage,5919,12,2,0.13,LNG,Wind Energy,89,17906,8636,42,17,4.4
318,New York,Rotterdam,05-02-2025,19-02-2025,Air,Delayed,11346,10534,402,41,156,Global Importers,Retail,Middle East,25,274935,24,91,4.6,R30,15,S11,Reduce average delay,4389,6,2,0.06,MDO,Wind Energy,88,16075,13547,46,24,4.4
319,New York,Antwerp,17-01-2025,09-01-2025,Land,On-time,9873,11716,463,48,182,LMN Supply,Automotive,North America,15,213686,22,95,4.5,R30,11,S8,Optimize fuel usage,5847,8,1,0.15,LNG,None,74,16819,8807,45,15,4.2
320,Rotterdam,Mumbai,04-02-2025,31-01-2025,Air,Delayed,14219,13364,428,36,165,LMN Supply,Automotive,North America,28,263528,24,95,4.5,R18,13,S29,Improve on-time performance,6209,7,2,0.07,MDO,Tree Plantation,81,14454,10395,40,17,4.5
321,Dubai,Shanghai,18-02-2025,01-02-2025,Air,Delayed,12534,11032,515,44,121,KLM Exporters,Electronics,Europe,16,299811,18,98,4.5,R24,11,S10,Increase container utilization,3474,13,2,0.11,HFO,Solar Investment,74,11810,12524,38,19,4.4
322,Mumbai,New York,01-03-2025,20-02-2025,Air,Delayed,11803,13342,410,45,119,DEF Cargo,Manufacturing,Europe,27,222787,18,89,4.2,R32,18,S34,Optimize fuel usage,5610,6,0,0.14,LNG,None,79,15676,9415,36,17,4.3
323,Rotterdam,Los Angeles,11-01-2025,10-03-2025,Land,On-time,13979,11410,496,37,132,ABC Logistics,Pharmaceuticals,North America,23,345848,24,96,4.8,R9,12,S24,Optimize fuel usage,6463,7,1,0.17,HFO,Tree Plantation,86,14390,14690,30,17,4.2
324,Antwerp,Rotterdam,21-01-2025,25-02-2025,Sea,On-time,9979,16236,501,39,171,XYZ Traders,Manufacturing,Europe,15,315613,18,87,4.5,R47,19,S46,Reduce average delay,3434,11,2,0.15,LNG,Solar Investment,84,16957,10449,38,24,4.3
325,Rotterdam,Los Angeles,21-02-2025,24-02-2025,Land,On-time,8698,16085,585,33,124,KLM Exporters,Textiles,Asia,17,304887,20,85,5,R24,19,S48,Reduce average delay,5851,8,2,0.15,HFO,None,77,11610,12760,39,20,4.5
326,Antwerp,Hamburg,24-02-2025,11-01-2025,Sea,On-time,9312,16672,554,48,145,KLM Exporters,Automotive,North America,24,261086,23,91,4.3,R26,15,S17,Increase container utilization,4257,10,2,0.07,MDO,Solar Investment,77,15288,12845,45,17,4.1
327,Shanghai,New York,22-02-2025,05-03-2025,Sea,Delayed,10962,15273,420,48,172,KLM Exporters,Electronics,Middle East,24,302231,19,90,4.7,R3,10,S32,Optimize fuel usage,3054,7,1,0.1,LNG,Wind Energy,77,13274,11496,47,17,4.2
328,New York,Antwerp,26-01-2025,20-01-2025,Sea,On-time,13659,14500,438,44,197,DEF Cargo,Retail,Middle East,24,263308,24,94,4.9,R23,19,S11,Cost reduction per shipment,3930,5,0,0.06,LNG,Wind Energy,79,15546,11588,43,23,4.9
329,Shanghai,Mumbai,04-01-2025,04-02-2025,Air,On-time,10938,16983,501,43,156,LMN Supply,Manufacturing,Asia,25,215797,22,99,4.7,R11,12,S34,Reduce average delay,4315,10,0,0.16,LNG,Wind Energy,89,16301,12029,40,16,4.5
330,Busan,Mumbai,03-02-2025,16-02-2025,Air,Delayed,12787,11172,445,30,186,Global Importers,Automotive,Middle East,10,205302,22,91,4.9,R10,17,S24,Reduce average delay,5799,8,1,0.19,MDO,Tree Plantation,82,16027,12732,33,15,4.1
331,Dubai,Mumbai,21-02-2025,11-02-2025,Sea,Delayed,10300,10888,465,45,104,LMN Supply,Pharmaceuticals,Middle East,20,238059,18,99,4.8,R36,14,S5,Improve on-time performance,3311,6,1,0.09,HFO,Wind Energy,85,16446,14230,48,24,4.7
332,Mumbai,New York,17-02-2025,16-02-2025,Sea,On-time,11197,13338,490,39,154,OPQ Enterprises,Electronics,North America,14,331980,24,98,4.4,R13,17,S29,Increase container utilization,4571,11,1,0.06,MDO,Tree Plantation,78,16724,8514,42,22,4.1
333,Antwerp,Shanghai,01-03-2025,09-02-2025,Air,Delayed,13296,14517,563,48,160,Global Importers,Retail,Asia,14,343949,23,86,4.6,R29,11,S48,Optimize fuel usage,6160,14,1,0.12,MDO,Wind Energy,85,17798,13099,30,17,4.7
334,Mumbai,Singapore,18-01-2025,11-01-2025,Land,On-time,14553,11641,510,32,188,KLM Exporters,Manufacturing,North America,15,214239,23,97,4.2,R38,16,S48,Optimize fuel usage,6283,9,0,0.18,MDO,Wind Energy,79,11202,11294,48,21,4.7
335,Antwerp,Dubai,09-02-2025,23-01-2025,Sea,Delayed,13730,10471,481,34,107,Global Importers,Pharmaceuticals,Asia,11,227313,19,96,4.5,R13,18,S34,Optimize fuel usage,3956,10,2,0.13,HFO,Wind Energy,72,11401,10908,44,16,4.7
336,Los Angeles,Busan,04-02-2025,03-02-2025,Land,On-time,13729,12940,522,38,115,LMN Supply,Retail,North America,15,242103,20,88,4.2,R26,16,S16,Reduce average delay,5365,10,2,0.06,MDO,Tree Plantation,83,13027,13416,49,22,4.7
337,Rotterdam,Rotterdam,10-02-2025,05-03-2025,Air,On-time,8126,10546,592,47,147,ABC Logistics,Textiles,North America,23,288771,19,86,4.7,R20,12,S25,Increase container utilization,4900,13,1,0.2,LNG,Solar Investment,82,16763,10498,44,23,4.1
338,Busan,Shanghai,29-01-2025,21-02-2025,Sea,On-time,13602,14726,590,40,160,KLM Exporters,Automotive,Europe,20,326228,17,92,4.5,R5,16,S37,Optimize fuel usage,3756,6,1,0.17,MDO,Tree Plantation,73,17615,9366,40,22,4.7
339,New York,Antwerp,21-02-2025,22-01-2025,Land,On-time,9191,13597,498,45,114,Global Importers,Textiles,Middle East,13,291665,22,91,4.4,R20,17,S8,Cost reduction per shipment,5512,10,2,0.07,HFO,None,73,14850,8340,34,22,4.1
340,Antwerp,Rotterdam,29-01-2025,27-01-2025,Land,On-time,10639,17670,434,31,164,OPQ Enterprises,Automotive,Asia,18,210534,23,85,4.3,R14,10,S29,Improve on-time performance,6158,13,0,0.19,LNG,None,75,16765,13580,39,22,4.3
341,Mumbai,Mumbai,07-02-2025,11-02-2025,Land,Delayed,12389,15133,558,41,121,DEF Cargo,Pharmaceuticals,Middle East,12,243060,18,86,5,R45,12,S46,Improve on-time performance,4432,8,1,0.12,HFO,Tree Plantation,88,11889,13511,47,21,4.9
342,Busan,Los Angeles,11-02-2025,23-02-2025,Air,On-time,11916,12825,555,35,102,ABC Logistics,Textiles,Europe,25,217189,23,86,4.1,R14,14,S25,Optimize fuel usage,4263,10,1,0.11,MDO,Tree Plantation,80,11178,11972,36,16,4.5
343,Singapore,Antwerp,21-01-2025,18-01-2025,Air,On-time,9366,13723,502,40,153,ABC Logistics,Automotive,Asia,20,328431,23,88,4,R8,15,S42,Reduce average delay,4855,11,0,0.12,HFO,Solar Investment,77,16817,9560,30,22,5
344,Singapore,Rotterdam,11-02-2025,08-02-2025,Land,On-time,9019,15925,528,37,113,ABC Logistics,Electronics,Europe,13,286067,21,87,4.2,R48,12,S23,Improve on-time performance,5747,5,0,0.18,LNG,Tree Plantation,83,12979,13670,32,19,4.1
345,Shanghai,Mumbai,13-01-2025,27-02-2025,Land,On-time,14453,10363,424,41,135,Global Importers,Pharmaceuticals,Middle East,10,210967,22,85,5,R13,13,S34,Improve on-time performance,6128,9,0,0.15,HFO,Wind Energy,77,13510,10468,30,20,4.5
346,New York,Rotterdam,18-02-2025,25-02-2025,Air,On-time,14805,12166,442,31,181,ABC Logistics,Automotive,North America,25,265563,17,96,5,R24,14,S3,Improve on-time performance,6184,8,1,0.06,LNG,Solar Investment,83,13882,10428,46,18,4.1
347,Los Angeles,Los Angeles,10-02-2025,08-01-2025,Land,Delayed,14671,13309,483,38,181,LMN Supply,Manufacturing,Europe,28,208660,19,98,4.7,R15,12,S30,Improve on-time performance,5782,14,0,0.19,LNG,Tree Plantation,76,14984,11688,44,15,4.6
348,Mumbai,Mumbai,17-01-2025,16-02-2025,Land,Delayed,14683,10545,594,44,166,ABC Logistics,Automotive,Europe,25,318671,17,86,4.9,R1,13,S34,Optimize fuel usage,4093,6,1,0.07,MDO,Tree Plantation,87,17752,14148,34,19,4.1
349,Rotterdam,Singapore,25-02-2025,06-02-2025,Air,On-time,12079,13240,590,31,109,OPQ Enterprises,Textiles,North America,20,329909,21,95,4.2,R22,14,S32,Increase container utilization,5786,6,1,0.16,MDO,None,81,16665,10695,45,17,4.2
